ID,Age,Height,Weight,Year,Event,F,M,Bronze,Gold,Silver,Medal_Earned,Olympic_Years,IEM,IEM_Bronze,IEM_Silver,IEM_Gold,ISM,ISM_Bronze,ISM_Silver,ISM_Gold,Opponents,OEM,OEM_Bronze,OEM_Silver,OEM_Gold,OSM,OSM_Bronze,OSM_Silver,OSM_Gold
2115,34.0,177.0,86.0,2016,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,7.0,1.0,1.0,5.0,7.0,1.0,1.0,5.0
2134,23.0,178.0,69.0,2008,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0
2134,27.0,178.0,69.0,2012,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0
2144,21.0,178.0,66.0,2008,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0
2184,33.0,194.0,73.0,2016,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,7.0,1.0,1.0,5.0,7.0,1.0,1.0,5.0
2298,33.0,176.0,73.0,1984,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2298,45.0,176.0,73.0,1996,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2299,36.0,174.0,65.0,2016,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,7.0,1.0,1.0,5.0,7.0,1.0,1.0,5.0
2320,38.0,185.0,70.0,2008,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0
2334,37.0,165.0,59.0,2008,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0
2334,41.0,165.0,59.0,2012,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0
2611,36.0,172.0,70.0,1992,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,0.0,2.0,3.0,5.0,0.0,2.0,3.0
2630,31.0,176.0,74.0,1976,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
2650,32.0,162.0,50.0,2004,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
2650,36.0,162.0,50.0,2008,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0
2650,40.0,162.0,50.0,2012,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0
2650,44.0,162.0,50.0,2016,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,7.0,3.0,1.0,3.0,7.0,3.0,1.0,3.0
2651,29.0,163.0,56.0,2004,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
2651,37.0,163.0,56.0,2012,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,1,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0
2651,41.0,163.0,56.0,2016,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,63.0,6.0,3.0,0.0,3.0,6.0,3.0,0.0,3.0
2894,54.0,180.0,71.0,1968,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
2977,16.0,168.0,58.0,2008,"Equestrianism Mixed Dressage, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,0.0,3.0,3.0,6.0,0.0,3.0,3.0
2977,20.0,168.0,58.0,2012,"Equestrianism Mixed Dressage, Individual",1,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,4.0,0.0,1.0,3.0,4.0,0.0,1.0,3.0
2977,24.0,168.0,58.0,2016,"Equestrianism Mixed Dressage, Individual",1,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,7.0,1.0,4.0,2.0,7.0,1.0,4.0,2.0
2979,22.0,176.0,78.0,2016,"Equestrianism Mixed Dressage, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,7.0,1.0,4.0,2.0,7.0,1.0,4.0,2.0
3130,27.0,174.0,63.0,1972,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
